State,Chamber,Name,URL,Party,Born,Tenure (years),Article length (characters),"Most common sentiment, BERT","Sentiment with highest weighted vote, BERT","Sentiment with highest weighted probability, BERT","Weighted probability of negative sentiment, BERT","Weighted probability of neutral sentiment, BERT","Weighted probability of positive sentiment, BERT","Number of paragraphs with negative sentiment, BERT","Number of paragraphs with neutral sentiment, BERT","Number of paragraphs with positive sentiment, BERT","Percent of paragraphs with negative sentiment, BERT","Percent of paragraphs with neutral sentiment, BERT","Percent of paragraphs with positive sentiment, BERT","Most common sentiment, RoBERTa","Sentiment with highest weighted vote, RoBERTa","Sentiment with highest weighted probability, RoBERTa","Weighted probability of negative sentiment, RoBERTa","Weighted probability of neutral sentiment, RoBERTa","Weighted probability of positive sentiment, RoBERTa","Number of paragraphs with negative sentiment, RoBERTa","Number of paragraphs with neutral sentiment, RoBERTa","Number of paragraphs with positive sentiment, RoBERTa","Percent of paragraphs with negative sentiment, RoBERTa","Percent of paragraphs with neutral sentiment, RoBERTa","Percent of paragraphs with positive sentiment, RoBERTa","Most common sentiment, RoBERTuito","Sentiment with highest weighted vote, RoBERTuito","Sentiment with highest weighted probability, RoBERTuito","Weighted probability of negative sentiment, RoBERTuito","Weighted probability of neutral sentiment, RoBERTuito","Weighted probability of positive sentiment, RoBERTuito","Number of paragraphs with negative sentiment, RoBERTuito","Number of paragraphs with neutral sentiment, RoBERTuito","Number of paragraphs with positive sentiment, RoBERTuito","Percent of paragraphs with negative sentiment, RoBERTuito","Percent of paragraphs with neutral sentiment, RoBERTuito","Percent of paragraphs with positive sentiment, RoBERTuito"
Virginia,House,Bobby Scott,https://en.wikipedia.org/wiki/Bobby_Scott_(politician),Democratic,"April 30, 1947 (age 78)",33,10538,Neutral,Neutral,Neutral,0.213954149,0.565743555,0.220302301,5,32,4,12.19512195,78.04878049,9.756097561,Neutral,Neutral,Neutral,0.095653858,0.73275734,0.171588803,2,36,3,4.87804878,87.80487805,7.317073171,Neutral,Neutral,Neutral,0.097676781,0.667576678,0.234746543,3,31,7,7.317073171,75.6097561,17.07317073
Virginia,House,Jennifer McClellan,https://en.wikipedia.org/wiki/Jennifer_McClellan,Democratic,"December 28, 1972 (age 52)",3,5926,Neutral,Neutral,Neutral,0.221311411,0.603200548,0.175488026,2,16,1,10.52631579,84.21052632,5.263157895,Neutral,Neutral,Neutral,0.045512257,0.751999555,0.202488187,1,18,0,5.263157895,94.73684211,0,Neutral,Neutral,Neutral,0.034508886,0.740086058,0.225405067,1,16,2,5.263157895,84.21052632,10.52631579
Virginia,House,John McGuire,https://en.wikipedia.org/wiki/John_McGuire_(Virginia_politician),Republican,"August 24, 1968 (age 57)",1,5010,Neutral,Neutral,Neutral,0.233166605,0.586519388,0.180314018,1,17,1,5.263157895,89.47368421,5.263157895,Neutral,Neutral,Neutral,0.10851476,0.740750283,0.150734947,2,17,0,10.52631579,89.47368421,0,Neutral,Neutral,Neutral,0.090587365,0.681515747,0.227896898,2,14,3,10.52631579,73.68421053,15.78947368
Virginia,House,Ben Cline,https://en.wikipedia.org/wiki/Ben_Cline,Republican,"February 29, 1972 (age 53)",7,10133,Neutral,Neutral,Neutral,0.20332177,0.60947776,0.187200469,2,29,2,6.060606061,87.87878788,6.060606061,Neutral,Neutral,Neutral,0.078729904,0.812856885,0.108413208,2,30,1,6.060606061,90.90909091,3.03030303,Neutral,Neutral,Neutral,0.048199413,0.794216494,0.15758408,2,29,2,6.060606061,87.87878788,6.060606061
Virginia,House,Eugene Vindman,https://en.wikipedia.org/wiki/Eugene_Vindman,Democratic,"June 6, 1975 (age 50)",1,11369,Neutral,Neutral,Neutral,0.377801143,0.474611774,0.147587083,8,19,1,28.57142857,67.85714286,3.571428571,Neutral,Neutral,Neutral,0.086564593,0.798340876,0.115094511,0,28,0,0,100,0,Neutral,Neutral,Neutral,0.074128881,0.814913039,0.110958084,0,25,3,0,89.28571429,10.71428571
Virginia,House,Don Beyer,https://en.wikipedia.org/wiki/Don_Beyer,Democratic,"June 20, 1950 (age 75)",11,12399,Neutral,Neutral,Neutral,0.175863419,0.590455372,0.23368119,2,38,4,4.545454545,86.36363636,9.090909091,Neutral,Neutral,Neutral,0.060357202,0.735572852,0.204069948,2,39,3,4.545454545,88.63636364,6.818181818,Neutral,Neutral,Neutral,0.045410535,0.743834761,0.210754724,0,38,6,0,86.36363636,13.63636364
Virginia,House,Morgan Griffith,https://en.wikipedia.org/wiki/Morgan_Griffith,Republican,"March 15, 1958 (age 67)",15,10729,Neutral,Neutral,Neutral,0.222218234,0.636910735,0.140871026,2,43,0,4.444444444,95.55555556,0,Neutral,Neutral,Neutral,0.199632534,0.716318931,0.084048534,6,38,1,13.33333333,84.44444444,2.222222222,Neutral,Neutral,Neutral,0.09185203,0.820472401,0.087675569,3,41,1,6.666666667,91.11111111,2.222222222
Virginia,House,Suhas Subramanyam,https://en.wikipedia.org/wiki/Suhas_Subramanyam,Democratic,"September 26, 1986 (age 39)",1,4518,Neutral,Neutral,Neutral,0.16156725,0.693017282,0.145415447,1,18,1,5,90,5,Neutral,Neutral,Neutral,0.022743531,0.777926137,0.199330327,0,19,1,0,95,5,Neutral,Neutral,Neutral,0.010744233,0.776796371,0.212459392,0,17,3,0,85,15
Virginia,House,James Walkinshaw,https://en.wikipedia.org/wiki/James_Walkinshaw,Democratic,"October 2, 1982 (age 42)",0,7424,Neutral,Neutral,Neutral,0.350731555,0.533293435,0.115975004,8,16,1,32,64,4,Neutral,Neutral,Neutral,0.196021183,0.70968463,0.094294185,4,20,1,16,80,4,Neutral,Neutral,Neutral,0.180964102,0.692060955,0.126974929,4,18,3,16,72,12
Washington,House,Suzan DelBene,https://en.wikipedia.org/wiki/Suzan_DelBene,Democratic,"February 17, 1962 (age 63)",13,5740,Neutral,Neutral,Neutral,0.183802561,0.653732635,0.162464829,2,19,1,9.090909091,86.36363636,4.545454545,Neutral,Neutral,Neutral,0.020141025,0.818313386,0.161545585,0,22,0,0,100,0,Neutral,Neutral,Neutral,0.014516661,0.752948772,0.232534561,0,20,2,0,90.90909091,9.090909091
Washington,House,Rick Larsen,https://en.wikipedia.org/wiki/Rick_Larsen,Democratic,"June 15, 1965 (age 60)",25,7945,Neutral,Neutral,Neutral,0.212121148,0.504590609,0.283288248,6,22,5,18.18181818,66.66666667,15.15151515,Neutral,Neutral,Neutral,0.156849822,0.642960924,0.200189267,4,27,2,12.12121212,81.81818182,6.060606061,Neutral,Neutral,Neutral,0.085301854,0.645552271,0.269145869,2,26,5,6.060606061,78.78787879,15.15151515
Washington,House,Marie Gluesenkamp Perez,https://en.wikipedia.org/wiki/Marie_Gluesenkamp_Perez,Democratic,"June 6, 1988 (age 37)",3,11250,Neutral,Neutral,Neutral,0.209130157,0.603480454,0.187389393,4,34,3,9.756097561,82.92682927,7.317073171,Neutral,Neutral,Neutral,0.065320537,0.797587022,0.137092432,1,38,2,2.43902439,92.68292683,4.87804878,Neutral,Neutral,Neutral,0.034785834,0.83838429,0.126829879,0,40,1,0,97.56097561,2.43902439
Washington,House,Dan Newhouse,https://en.wikipedia.org/wiki/Dan_Newhouse,Republican,"July 10, 1955 (age 70)",11,7087,Neutral,Neutral,Neutral,0.352818337,0.538490431,0.108691239,3,21,0,12.5,87.5,0,Neutral,Neutral,Neutral,0.119147497,0.777253328,0.103599153,1,22,1,4.166666667,91.66666667,4.166666667,Neutral,Neutral,Neutral,0.14718505,0.724235028,0.128579945,2,22,0,8.333333333,91.66666667,0
Washington,House,Michael Baumgartner,https://en.wikipedia.org/wiki/Michael_Baumgartner,Republican,"December 13, 1975 (age 49)",1,11389,Neutral,Neutral,Neutral,0.199410722,0.537098515,0.263490752,6,24,8,15.78947368,63.15789474,21.05263158,Neutral,Neutral,Neutral,0.043282513,0.675086667,0.281630829,1,32,5,2.631578947,84.21052632,13.15789474,Neutral,Neutral,Neutral,0.019859503,0.622824565,0.357315924,1,29,8,2.631578947,76.31578947,21.05263158
Washington,House,Emily Randall,https://en.wikipedia.org/wiki/Emily_Randall,Democratic,"October 3, 1985 (age 39)",1,7465,Neutral,Neutral,Neutral,0.23848115,0.582218764,0.179300072,3,19,2,12.5,79.16666667,8.333333333,Neutral,Neutral,Neutral,0.137460517,0.692689398,0.169850079,3,20,1,12.5,83.33333333,4.166666667,Neutral,Neutral,Neutral,0.139826306,0.692095631,0.16807806,3,17,4,12.5,70.83333333,16.66666667
Washington,House,Pramila Jayapal,https://en.wikipedia.org/wiki/Pramila_Jayapal,Democratic,"September 21, 1965 (age 60)",9,13403,Neutral,Neutral,Neutral,0.308176594,0.52609238,0.165731023,10,30,4,22.72727273,68.18181818,9.090909091,Neutral,Neutral,Neutral,0.224357103,0.650221474,0.125421431,8,32,4,18.18181818,72.72727273,9.090909091,Neutral,Neutral,Neutral,0.191736372,0.614997077,0.193266536,7,28,9,15.90909091,63.63636364,20.45454545
Washington,House,Kim Schrier,https://en.wikipedia.org/wiki/Kim_Schrier,Democratic,"August 23, 1968 (age 57)",7,4913,Neutral,Neutral,Neutral,0.315478951,0.565859992,0.11866105,3,19,0,13.63636364,86.36363636,0,Neutral,Neutral,Neutral,0.02377117,0.814980252,0.161248574,0,21,1,0,95.45454545,4.545454545,Neutral,Neutral,Neutral,0.056921896,0.783332299,0.159745811,0,21,1,0,95.45454545,4.545454545
Washington,House,Adam Smith,https://en.wikipedia.org/wiki/Adam_Smith_(Washington_politician),Democratic,"June 15, 1965 (age 60)",29,9201,Neutral,Neutral,Neutral,0.246399272,0.602624227,0.150976512,4,35,1,10,87.5,2.5,Neutral,Neutral,Neutral,0.09758867,0.741622465,0.160788852,1,38,1,2.5,95,2.5,Neutral,Neutral,Neutral,0.063990528,0.719841787,0.216167668,0,27,13,0,67.5,32.5
Washington,House,Marilyn Strickland,https://en.wikipedia.org/wiki/Marilyn_Strickland,Democratic,"September 25, 1962 (age 63)",5,4153,Neutral,Neutral,Neutral,0.111167913,0.772360509,0.116471579,0,20,0,0,100,0,Neutral,Neutral,Neutral,0.023740587,0.8377971,0.138462299,0,20,0,0,100,0,Neutral,Neutral,Neutral,0.003766674,0.738495536,0.257737807,0,17,3,0,85,15
West Virginia,House,Carol Miller,https://en.wikipedia.org/wiki/Carol_Miller_(politician),Republican,"November 4, 1950 (age 74)",7,6838,Neutral,Neutral,Neutral,0.242506802,0.648002766,0.109490418,4,22,0,15.38461538,84.61538462,0,Neutral,Neutral,Neutral,0.140232328,0.749982794,0.109784883,3,22,1,11.53846154,84.61538462,3.846153846,Neutral,Neutral,Neutral,0.110183887,0.783663673,0.106152441,2,22,2,7.692307692,84.61538462,7.692307692
West Virginia,House,Riley Moore,https://en.wikipedia.org/wiki/Riley_Moore,Republican,"July 1, 1980 (age 45)",1,4448,Neutral,Neutral,Neutral,0.237911525,0.600267192,0.161821292,2,12,1,13.33333333,80,6.666666667,Neutral,Neutral,Neutral,0.180372178,0.740030837,0.079596964,3,12,0,20,80,0,Neutral,Neutral,Neutral,0.170124791,0.74608985,0.083785354,2,13,0,13.33333333,86.66666667,0
Wisconsin,House,Bryan Steil,https://en.wikipedia.org/wiki/Bryan_Steil,Republican,"March 3, 1981 (age 44)",7,4294,Neutral,Neutral,Neutral,0.164505703,0.662044837,0.173449464,0,19,1,0,95,5,Neutral,Neutral,Neutral,0.094633754,0.757312316,0.148053921,0,18,2,0,90,10,Neutral,Neutral,Neutral,0.035351301,0.735262327,0.229386361,0,14,6,0,70,30
Wisconsin,House,Mark Pocan,https://en.wikipedia.org/wiki/Mark_Pocan,Democratic,"August 14, 1964 (age 61)",13,11482,Neutral,Neutral,Neutral,0.258373925,0.568423602,0.173202466,5,40,4,10.20408163,81.63265306,8.163265306,Neutral,Neutral,Neutral,0.184925777,0.691601049,0.123473188,5,43,1,10.20408163,87.75510204,2.040816327,Neutral,Neutral,Neutral,0.144755016,0.69821365,0.157031345,4,41,4,8.163265306,83.67346939,8.163265306
Wisconsin,House,Derrick Van Orden,https://en.wikipedia.org/wiki/Derrick_Van_Orden,Republican,"September 15, 1969 (age 56)",3,6720,Neutral,Neutral,Neutral,0.429679758,0.477606335,0.092713915,6,24,0,20,80,0,Neutral,Neutral,Neutral,0.223983151,0.672768512,0.103248334,3,26,1,10,86.66666667,3.333333333,Neutral,Neutral,Neutral,0.334432846,0.611114744,0.054452433,5,23,2,16.66666667,76.66666667,6.666666667
Wisconsin,House,Gwen Moore,https://en.wikipedia.org/wiki/Gwen_Moore,Democratic,"April 18, 1951 (age 74)",21,8690,Neutral,Neutral,Neutral,0.240898054,0.548493708,0.210608256,3,21,2,11.53846154,80.76923077,7.692307692,Neutral,Neutral,Neutral,0.159348189,0.648870841,0.191780979,4,21,1,15.38461538,80.76923077,3.846153846,Neutral,Neutral,Neutral,0.190982505,0.598225207,0.210792297,3,20,3,11.53846154,76.92307692,11.53846154
Wisconsin,House,Scott Fitzgerald,https://en.wikipedia.org/wiki/Scott_L._Fitzgerald,Republican,"November 16, 1963 (age 61)",5,8231,Neutral,Neutral,Neutral,0.38563147,0.523815336,0.090553195,8,16,0,33.33333333,66.66666667,0,Neutral,Neutral,Neutral,0.213803225,0.691295622,0.094901149,5,18,1,20.83333333,75,4.166666667,Neutral,Neutral,Neutral,0.213540138,0.719758554,0.0667013,4,20,0,16.66666667,83.33333333,0
Wisconsin,House,Glenn Grothman,https://en.wikipedia.org/wiki/Glenn_Grothman,Republican,"July 3, 1955 (age 70)",11,12269,Neutral,Neutral,Neutral,0.291004923,0.549874612,0.159120472,10,36,3,20.40816327,73.46938776,6.12244898,Neutral,Neutral,Neutral,0.272066498,0.624447275,0.103486235,13,34,2,26.53061224,69.3877551,4.081632653,Neutral,Neutral,Neutral,0.243301771,0.658936142,0.097762096,10,36,3,20.40816327,73.46938776,6.12244898
Wisconsin,House,Tom Tiffany,https://en.wikipedia.org/wiki/Tom_Tiffany,Republican,"December 30, 1957 (age 67)",5,4611,Neutral,Neutral,Neutral,0.207157824,0.679127641,0.113714549,1,20,0,4.761904762,95.23809524,0,Neutral,Neutral,Neutral,0.097678731,0.805300143,0.097021128,2,19,0,9.523809524,90.47619048,0,Neutral,Neutral,Neutral,0.075152359,0.798285031,0.126562634,2,18,1,9.523809524,85.71428571,4.761904762
Wisconsin,House,Tony Wied,https://en.wikipedia.org/wiki/Tony_Wied,Republican,"May 3, 1976 (age 49)",1,1251,Neutral,Neutral,Neutral,0.080598677,0.836503546,0.082897765,0,4,0,0,100,0,Neutral,Neutral,Neutral,0.005896498,0.884179928,0.109923611,0,4,0,0,100,0,Neutral,Neutral,Neutral,0.003169235,0.891760202,0.105070534,0,4,0,0,100,0
Wyoming,House,Harriet Hageman,https://en.wikipedia.org/wiki/Harriet_Hageman,Republican,"October 18, 1962 (age 62)",3,10274,Neutral,Neutral,Neutral,0.299467676,0.483558782,0.216973524,4,24,4,12.5,75,12.5,Neutral,Neutral,Neutral,0.129515319,0.697848729,0.172635958,3,24,5,9.375,75,15.625,Neutral,Neutral,Neutral,0.172949277,0.663379222,0.163671499,3,23,6,9.375,71.875,18.75
Alabama,Senate,Tommy Tuberville,https://en.wikipedia.org/wiki/Tommy_Tuberville,Republican,"September 18, 1954 (age 71)",5,30259,Neutral,Neutral,Neutral,0.367823616,0.480947304,0.151229078,29,53,6,32.95454545,60.22727273,6.818181818,Neutral,Neutral,Neutral,0.237069819,0.641124493,0.121805688,21,60,7,23.86363636,68.18181818,7.954545455,Neutral,Neutral,Neutral,0.25026506,0.584189837,0.165545102,20,55,13,22.72727273,62.5,14.77272727
Alabama,Senate,Katie Britt,https://en.wikipedia.org/wiki/Katie_Britt,Republican,"February 2, 1982 (age 43)",3,16432,Neutral,Neutral,Neutral,0.330718498,0.500254465,0.169027032,10,24,4,26.31578947,63.15789474,10.52631579,Neutral,Neutral,Neutral,0.11653759,0.755724775,0.127737649,2,35,1,5.263157895,92.10526316,2.631578947,Neutral,Neutral,Neutral,0.100783176,0.726297186,0.172919632,2,32,4,5.263157895,84.21052632,10.52631579
Alaska,Senate,Lisa Murkowski,https://en.wikipedia.org/wiki/Lisa_Murkowski,Republican,"May 22, 1957 (age 68)",23,17729,Neutral,Neutral,Neutral,0.275571674,0.551635952,0.172792384,5,30,3,13.15789474,78.94736842,7.894736842,Neutral,Neutral,Neutral,0.143048493,0.732346592,0.124604911,4,33,1,10.52631579,86.84210526,2.631578947,Neutral,Neutral,Neutral,0.104629163,0.745762178,0.149608657,3,31,4,7.894736842,81.57894737,10.52631579
Alaska,Senate,Dan Sullivan,https://en.wikipedia.org/wiki/Dan_Sullivan_(U.S._senator),Republican,"November 13, 1964 (age 60)",11,15456,Neutral,Neutral,Neutral,0.198366517,0.624286223,0.177347248,4,43,5,7.692307692,82.69230769,9.615384615,Neutral,Neutral,Neutral,0.137455466,0.779114913,0.083429622,8,43,1,15.38461538,82.69230769,1.923076923,Neutral,Neutral,Neutral,0.106239451,0.786313633,0.107446917,6,42,4,11.53846154,80.76923077,7.692307692
Arizona,Senate,Mark Kelly,https://en.wikipedia.org/wiki/Mark_Kelly,Democratic,"February 21, 1964 (age 61)",5,27530,Neutral,Neutral,Neutral,0.181740607,0.569337823,0.248921568,7,64,12,8.43373494,77.10843373,14.45783133,Neutral,Neutral,Neutral,0.084685029,0.738237161,0.17707781,4,71,8,4.819277108,85.54216867,9.638554217,Neutral,Neutral,Neutral,0.091609295,0.67861888,0.22977182,5,66,12,6.024096386,79.51807229,14.45783133
Arizona,Senate,Ruben Gallego,https://en.wikipedia.org/wiki/Ruben_Gallego,Democratic,"November 20, 1979 (age 45)",1,10877,Neutral,Neutral,Neutral,0.28610891,0.568552396,0.145338686,6,33,1,15,82.5,2.5,Neutral,Neutral,Neutral,0.113933643,0.719972568,0.166093784,2,34,4,5,85,10,Neutral,Neutral,Neutral,0.102894977,0.71859872,0.178506301,2,32,6,5,80,15
Arkansas,Senate,John Boozman,https://en.wikipedia.org/wiki/John_Boozman,Republican,"December 10, 1950 (age 74)",15,19926,Neutral,Neutral,Neutral,0.267906693,0.534155463,0.197937853,11,50,7,16.17647059,73.52941176,10.29411765,Neutral,Neutral,Neutral,0.166059029,0.685532682,0.148408285,12,51,5,17.64705882,75,7.352941176,Neutral,Neutral,Neutral,0.124369803,0.669279461,0.206350729,8,52,8,11.76470588,76.47058824,11.76470588
Arkansas,Senate,Tom Cotton,https://en.wikipedia.org/wiki/Tom_Cotton,Republican,"May 13, 1977 (age 48)",11,49208,Negative,Negative,Negative,0.458158237,0.408108408,0.133733355,54,52,7,47.78761062,46.01769912,6.194690265,Neutral,Neutral,Neutral,0.337429396,0.593981885,0.068588721,39,69,5,34.51327434,61.0619469,4.424778761,Neutral,Neutral,Neutral,0.289561243,0.63094614,0.079492618,30,78,5,26.54867257,69.02654867,4.424778761
California,Senate,Alex Padilla,https://en.wikipedia.org/wiki/Alex_Padilla,Democratic,"March 22, 1973 (age 52)",5,17485,Neutral,Neutral,Neutral,0.297479599,0.555422093,0.147098316,6,39,4,12.24489796,79.59183673,8.163265306,Neutral,Neutral,Neutral,0.153588075,0.720287234,0.126124686,4,43,2,8.163265306,87.75510204,4.081632653,Neutral,Neutral,Neutral,0.106042303,0.744339756,0.149617939,2,42,5,4.081632653,85.71428571,10.20408163
California,Senate,Adam Schiff,https://en.wikipedia.org/wiki/Adam_Schiff,Democratic,"June 22, 1960 (age 65)",1,27229,Neutral,Neutral,Neutral,0.346810459,0.501634794,0.151554739,18,53,4,24,70.66666667,5.333333333,Neutral,Neutral,Neutral,0.172850846,0.691025206,0.136123938,11,61,3,14.66666667,81.33333333,4,Neutral,Neutral,Neutral,0.175887016,0.717657783,0.106455194,10,60,5,13.33333333,80,6.666666667
Colorado,Senate,Michael Bennet,https://en.wikipedia.org/wiki/Michael_Bennet,Democratic,"November 28, 1964 (age 60)",17,27148,Neutral,Neutral,Neutral,0.291456968,0.5069027,0.201640344,15,51,9,20,68,12,Neutral,Neutral,Neutral,0.137494678,0.723890863,0.138614455,5,66,4,6.666666667,88,5.333333333,Neutral,Neutral,Neutral,0.125112629,0.670359102,0.204528267,6,58,11,8,77.33333333,14.66666667
Colorado,Senate,John Hickenlooper,https://en.wikipedia.org/wiki/John_Hickenlooper,Democratic,"February 7, 1952 (age 73)",5,24191,Neutral,Neutral,Neutral,0.293744305,0.529384118,0.176871582,19,52,5,25,68.42105263,6.578947368,Neutral,Neutral,Neutral,0.122431386,0.726316564,0.151252043,7,65,4,9.210526316,85.52631579,5.263157895,Neutral,Neutral,Neutral,0.109378429,0.694070917,0.196550653,5,60,11,6.578947368,78.94736842,14.47368421
Connecticut,Senate,Richard Blumenthal,https://en.wikipedia.org/wiki/Richard_Blumenthal,Democratic,"February 13, 1946 (age 79)",15,57283,Neutral,Negative,Neutral,0.425678435,0.445807674,0.128513887,48,82,7,35.03649635,59.8540146,5.109489051,Neutral,Neutral,Neutral,0.221491966,0.705515621,0.072992411,18,117,2,13.13868613,85.40145985,1.459854015,Neutral,Neutral,Neutral,0.199255634,0.734968501,0.06577586,17,114,6,12.40875912,83.21167883,4.379562044
Connecticut,Senate,Chris Murphy,https://en.wikipedia.org/wiki/Chris_Murphy,Democratic,"August 3, 1973 (age 52)",13,32704,Neutral,Neutral,Neutral,0.327766008,0.47092987,0.201304128,23,63,14,23,63,14,Neutral,Neutral,Neutral,0.220150688,0.644836976,0.135012331,15,80,5,15,80,5,Neutral,Neutral,Neutral,0.195053812,0.597388308,0.207557871,14,65,21,14,65,21
Delaware,Senate,Chris Coons,https://en.wikipedia.org/wiki/Chris_Coons,Democratic,"September 9, 1963 (age 62)",15,26952,Neutral,Neutral,Neutral,0.304179479,0.519547659,0.17627286,13,55,4,18.05555556,76.38888889,5.555555556,Neutral,Neutral,Neutral,0.190010917,0.691455898,0.118533187,11,59,2,15.27777778,81.94444444,2.777777778,Neutral,Neutral,Neutral,0.178899335,0.718551769,0.102548895,10,60,2,13.88888889,83.33333333,2.777777778
Delaware,Senate,Lisa Blunt Rochester,https://en.wikipedia.org/wiki/Lisa_Blunt_Rochester,Democratic,"February 10, 1962 (age 63)",1,6971,Neutral,Neutral,Neutral,0.150189826,0.723401726,0.126408448,3,32,1,8.333333333,88.88888889,2.777777778,Neutral,Neutral,Neutral,0.067895083,0.798086634,0.134018278,1,34,1,2.777777778,94.44444444,2.777777778,Neutral,Neutral,Neutral,0.041847727,0.765628518,0.192523765,1,32,3,2.777777778,88.88888889,8.333333333
Florida,Senate,Rick Scott,https://en.wikipedia.org/wiki/Rick_Scott,Republican,"December 1, 1952 (age 72)",7,53633,Neutral,Neutral,Neutral,0.386062526,0.489125704,0.124811772,44,84,5,33.08270677,63.15789474,3.759398496,Neutral,Neutral,Neutral,0.237656772,0.678587264,0.083755974,29,100,4,21.80451128,75.18796992,3.007518797,Neutral,Neutral,Neutral,0.195622563,0.711140309,0.093237127,23,101,9,17.29323308,75.93984962,6.766917293
Florida,Senate,Ashley Moody,https://en.wikipedia.org/wiki/Ashley_Moody,Republican,"March 28, 1975 (age 50)",1,7344,Neutral,Neutral,Neutral,0.328991148,0.567435347,0.103573515,5,25,0,16.66666667,83.33333333,0,Neutral,Neutral,Neutral,0.246547009,0.692487697,0.060965309,5,24,1,16.66666667,80,3.333333333,Neutral,Neutral,Neutral,0.181776432,0.760245471,0.057978092,3,27,0,10,90,0
Georgia,Senate,Jon Ossoff,https://en.wikipedia.org/wiki/Jon_Ossoff,Democratic,"February 16, 1987 (age 38)",5,23853,Neutral,Neutral,Neutral,0.263612006,0.531769338,0.204618652,9,49,9,13.43283582,73.13432836,13.43283582,Neutral,Neutral,Neutral,0.127913596,0.675794261,0.196292142,9,46,12,13.43283582,68.65671642,17.91044776,Neutral,Neutral,Neutral,0.103921013,0.674268263,0.22181072,5,46,16,7.462686567,68.65671642,23.88059701
Georgia,Senate,Raphael Warnock,https://en.wikipedia.org/wiki/Raphael_Warnock,Democratic,"July 23, 1969 (age 56)",5,26774,Neutral,Neutral,Neutral,0.299585227,0.494946443,0.205468339,15,64,11,16.66666667,71.11111111,12.22222222,Neutral,Neutral,Neutral,0.178167383,0.642581994,0.17925062,11,72,7,12.22222222,80,7.777777778,Neutral,Neutral,Neutral,0.145970841,0.647227304,0.20680185,8,70,12,8.888888889,77.77777778,13.33333333
Hawaii,Senate,Brian Schatz,https://en.wikipedia.org/wiki/Brian_Schatz,Democratic,"October 20, 1972 (age 52)",13,25246,Neutral,Neutral,Neutral,0.327538464,0.457468386,0.214993147,15,45,10,21.42857143,64.28571429,14.28571429,Neutral,Neutral,Neutral,0.21203864,0.589076336,0.198885019,11,48,11,15.71428571,68.57142857,15.71428571,Neutral,Neutral,Neutral,0.229874622,0.533557103,0.236568276,10,42,18,14.28571429,60,25.71428571
Hawaii,Senate,Mazie Hirono,https://en.wikipedia.org/wiki/Mazie_Hirono,Democratic,"November 3, 1947 (age 77)",13,15970,Neutral,Neutral,Neutral,0.228095074,0.570563326,0.201341598,7,49,6,11.29032258,79.03225806,9.677419355,Neutral,Neutral,Neutral,0.103457568,0.654711345,0.241831099,4,46,12,6.451612903,74.19354839,19.35483871,Neutral,Neutral,Neutral,0.072691122,0.649326983,0.277981913,4,44,14,6.451612903,70.96774194,22.58064516
Idaho,Senate,Mike Crapo,https://en.wikipedia.org/wiki/Mike_Crapo,Republican,"May 20, 1951 (age 74)",27,11811,Neutral,Neutral,Neutral,0.225845146,0.558931429,0.215223424,5,33,9,10.63829787,70.21276596,19.14893617,Neutral,Neutral,Neutral,0.134135563,0.700571851,0.165292578,6,35,6,12.76595745,74.46808511,12.76595745,Neutral,Neutral,Neutral,0.092778181,0.719043905,0.188177916,4,37,6,8.510638298,78.72340426,12.76595745
Idaho,Senate,Jim Risch,https://en.wikipedia.org/wiki/Jim_Risch,Republican,"May 3, 1943 (age 82)",17,14101,Neutral,Neutral,Neutral,0.291283919,0.553735646,0.154980431,9,37,4,18,74,8,Neutral,Neutral,Neutral,0.230082435,0.71156868,0.058348886,9,40,1,18,80,2,Neutral,Neutral,Neutral,0.166239582,0.747759271,0.086001148,9,37,4,18,74,8
Illinois,Senate,Dick Durbin,https://en.wikipedia.org/wiki/Dick_Durbin,Democratic,"November 21, 1944 (age 80)",29,41392,Neutral,Neutral,Neutral,0.401646567,0.460607831,0.1377456,34,65,5,32.69230769,62.5,4.807692308,Neutral,Neutral,Neutral,0.25120745,0.658238253,0.090554302,18,82,4,17.30769231,78.84615385,3.846153846,Neutral,Neutral,Neutral,0.243724851,0.657552433,0.098722712,21,77,6,20.19230769,74.03846154,5.769230769
Illinois,Senate,Tammy Duckworth,https://en.wikipedia.org/wiki/Tammy_Duckworth,Democratic,"March 12, 1968 (age 57)",9,27490,Neutral,Neutral,Neutral,0.337985148,0.49538073,0.166634118,22,60,8,24.44444444,66.66666667,8.888888889,Neutral,Neutral,Neutral,0.157876364,0.703894986,0.138228643,11,71,8,12.22222222,78.88888889,8.888888889,Neutral,Neutral,Neutral,0.157689095,0.647076825,0.195234092,9,67,14,10,74.44444444,15.55555556
Indiana,Senate,Todd Young,https://en.wikipedia.org/wiki/Todd_Young,Republican,"August 24, 1972 (age 53)",9,20161,Neutral,Neutral,Neutral,0.208027844,0.633928346,0.158043807,5,62,1,7.352941176,91.17647059,1.470588235,Neutral,Neutral,Neutral,0.087527992,0.788000812,0.12447119,4,61,3,5.882352941,89.70588235,4.411764706,Neutral,Neutral,Neutral,0.032867604,0.830178754,0.136953629,2,61,5,2.941176471,89.70588235,7.352941176
